Header,Price,Artist,Dimensions,Specifications,Imgs
A beautiful day,5474,Kspersee,100 x 80 cm,"2020 • Francia • Acrílico, Resina en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/13941/main/zoom/666567_0be5e0d7c72c0d050fba8eb66e771d57.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_2eedf0d0033b0be9c65b471c54d576e3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_b2046c7edb6139b908e8bb28c0602f88.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_64d101c5cc06f3e88a04ea585ff62f4f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_2d314ff89ec50b1564dbefd53e7ce4f6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_d35f82483f2ec40d06ae542e88e8bb0c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_71ac08de59491d121ce3eb8dd30b9e78.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_226ab90c029491c4736a5d08c3a1205e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_400620f48800247e0b500374dd0c10bd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_896a8c2d2b0a7477bf095be6279e23ff.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_3548628850d171f3e7377778cee9c3db.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/alts/zoom/alt_666567_d6f3dd193196f49491eed1c860e67f76.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13941/main/zoom/666567_0be5e0d7c72c0d050fba8eb66e771d57.jpeg']"
Maëlys,15730,Nathalie Jaguin,100 x 70 cm,2024 • Francia • Acrílico en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/17877/main/zoom/2224129_f731434d7cf75188c6f8348c92927b79.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_c79b89a53c527bf8289821503ba0ffcc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_3612584953439eed87344f256de67c8a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_ca41eebf941717bd63ce3c7a13e6c2f1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_eb893596aee51a53d1694e0c4aa4c2d0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_35faa0900170885e7d7051db792e25a0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_78882796f269145dd9f9f01787c998b5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_e89284a6239cce4b2128da24624e2e44.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_a79a0a03e2d88a23a4315482fba051c9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_90f706cf1d7765a7fc7c42078d8c6c8d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_3ab5290ac457380f753efe119956e793.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_8c5890554ed5250357f37c103e8c7ca3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_e76b8ad67503108ef3a50f64aa358e91.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_8df8e5b57ecb5827db4cc8fd5480f6c9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_3a0e60f9cfafedc0a789383e04d10460.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/alts/zoom/alt_2224129_a042427cc981b0b4dcb046b89ac00a53.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17877/main/zoom/2224129_f731434d7cf75188c6f8348c92927b79.jpeg']"
Streets,7441,Tomàs Sunyol,130 x 194 cm,2019 • España • Óleo en Lino,"['https://www.singulart.com/images/artworks/v2/cropped/29737/main/zoom/1937033_291b5678ce892fa8447995d49ab6e26a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/29737/alts/zoom/alt_1937033_8f91084159daaf3ae582084de52905be.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/29737/alts/zoom/alt_1937033_9a9a07c3540274c8b72b34ee6ba90a3b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/29737/alts/zoom/alt_1937033_f8844aeaffe31c881171c8f756fc220d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/29737/alts/zoom/alt_1937033_4c4ef0621cf33a5307ab5a75382a9817.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/29737/alts/zoom/alt_1937033_934590d46cc6e97e039791a2a7c385e1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/29737/alts/zoom/alt_1937033_83531fe0959230d27f886f1a69450135.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/29737/alts/zoom/alt_1937033_40abb65c48aab0f7a4c1004bad80b127.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/29737/main/zoom/1937033_291b5678ce892fa8447995d49ab6e26a.jpeg']"
Harmonie litteraire,7940,Sophie Dumont,100 x 100 cm,2024 • Francia • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/31839/main/zoom/1917576_0c5ca7c45bb53e5ea7039d7ffa2816d8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_778b140586a74c107753d50a183d4b6c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_6d34f7ed13eb8f243766b52e6cbc1050.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_103b138f226f1df6b7491b296e221990.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_b7f571680732940e00cc094e468eee3e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_8b54297f1a347580322a9e65a48d5a17.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_8cab2c0d5df3870f0d8a170f13bc20d5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_c4b226c928e7bbf3412413cfff47069b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_4c2153498b5dd858b10b764b844d6a9e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_e4bc42503c5278ab9cad52f5f939c895.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_b1fcef739ef8bad0b46b72485627cbe9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_61854d8f1719c61a8d12e0ea7d667abe.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_716d861cec93b6ff895ed8afca53d37d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_bdccadfb5581eb0a9ebd20a981a5a254.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/alts/zoom/alt_1917576_d0a9cc9e0bfe8676f0e409d37c71ca86.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/31839/main/zoom/1917576_0c5ca7c45bb53e5ea7039d7ffa2816d8.jpeg']"
EL CABO DE SALAMIR,7385,Antonio Mateos Prieto,97 x 130 cm,2021 • España • Óleo en Lino,"['https://www.singulart.com/images/artworks/v2/cropped/34102/main/zoom/1574513_e331e6cc394177a0d944d19c20a0d845.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/34102/alts/zoom/alt_1574513_8f71f8755db8aa5c748699bd99d45172.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/34102/alts/zoom/alt_1574513_920d88a3adde73377e1fe5ff464aaa78.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/34102/alts/zoom/alt_1574513_d84ade35c1bc39e768fd3a33bbdcdc18.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/34102/alts/zoom/alt_1574513_5f94297ba4b60205d908b64840b792b0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/34102/alts/zoom/alt_1574513_4fd2cfb3c95a25f3b6dd7ec34387f933.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/34102/main/zoom/1574513_e331e6cc394177a0d944d19c20a0d845.jpeg']"
Ojos de frià plàtà,5558,Beatrice Van Ez-Le Perru,120 x 80 cm,2017 • Francia • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/11367/main/zoom/510271_16444622603995302700963bdcfb7cee.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11367/main/zoom/510271_16444622603995302700963bdcfb7cee.jpeg']"
S/T,5719,Ramón Juan,148 x 208 cm,"2019 • España • Acrílico, Esmalte en Madera","['https://www.singulart.com/images/artworks/v2/cropped/23739/main/zoom/824317_96923e5142e0073d638d06aff7c3c425.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/23739/alts/zoom/alt_824317_c8bf93ba9845286dfa2f7489cd051d31.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/23739/main/zoom/824317_96923e5142e0073d638d06aff7c3c425.jpeg']"
© Violeta,5348,Richard Martin,110 x 200 cm,2022 • España • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/18361/main/zoom/1728001_adfc8040b603bcd2d53ad698934ee8ce.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18361/alts/zoom/alt_1728001_8f2f71880e5a6dc60e8266d4f55315f3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18361/alts/zoom/alt_1728001_ca7ebc53512982e332b3f89800a04c64.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18361/alts/zoom/alt_1728001_eba1b85290b72877a1ac2b3d3769515f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18361/alts/zoom/alt_1728001_15c6fb23eb6529531fe66bc95372b261.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18361/alts/zoom/alt_1728001_b8366e79b99308373adfcbf8fe83254d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18361/alts/zoom/alt_1728001_a5140788e7f7d1dca6bbef91dcc62b17.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18361/main/zoom/1728001_adfc8040b603bcd2d53ad698934ee8ce.jpeg']"
Dikhitsheneng & Security,9910,William Kentridge,67 x 45 cm,1980 • Sudáfrica,"['https://www.singulart.com/images/artworks/v2/cropped/36532/main/zoom/2147036_82e4e06232298eb71295544147e97b0c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/36532/main/zoom/2147036_82e4e06232298eb71295544147e97b0c.jpeg']"
Lavender,5915,Kirstin Mccoy,90 x 90 cm,2017 • Irlanda • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/pictures/cropped/449/999/zoom/999_42b1b821f942e7acd8a2350587dafaef.jpeg', 'https://www.singulart.com/images/artworks/pictures/cropped/449/alts/zoom/alt_11538_647058cdbe4a91e7595f894867060ca2.jpeg', 'https://www.singulart.com/images/artworks/pictures/cropped/449/999/zoom/999_42b1b821f942e7acd8a2350587dafaef.jpeg']"
""" Nous sommes prêtes ! "" (JO 2024 Paris)",8520,Marie-Laure SOUQ,100 x 100 cm,"2024 • Francia • Acrílico, Óleo en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/14231/main/zoom/2084955_f27d808fe4d2a2b9ce7583daf8738b9d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_8e33f7888fb0cb02f0ed9fe54f2ded91.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_cc921d8fbb177cd0fd52b9af70a5fea2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_ec664874b3386e7a71fde18eede19292.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_2a69311dd5d96ee78f3e97d1dac1f6ef.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_8edfec6a709825d252370072f5117e83.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_513c1d4225f4c15b16a1a772b800fb9b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_a1ae02baf014ba7f9a1928130b11b6b7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_0a032c3f2f4eb42b5e71c173b117593b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_a8e66c2f3def7329255b6b9891f53f67.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_65f33143ebad92243fc91758b7b06db2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_c559446051ed83e38c9e5552679984b4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_af8c6ef448ee1af12028b53651a641fb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_f2d286fe20b8f4c01cec796cddbe14f6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/alts/zoom/alt_2084955_906a3feaff933beef396fe4a70454202.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14231/main/zoom/2084955_f27d808fe4d2a2b9ce7583daf8738b9d.jpeg']"
SPHÈRE,6727,Philippe Fares,60(L)x60(A)x60(P)cm,2018 • Francia,"['https://www.singulart.com/images/artworks/v2/cutout/4093/main/zoom/1742789_cd01aec51e38a88a29b44f41f92d24b0.png', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_7c327ef00c108be4604c55687cb0d43b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_91f32c5f627dd0fc193ba4ce928fcda1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_3515ae2875149e3a0a7c17b24c0bb197.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_5adc751279caaf416163f487e0548c49.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_9a8328837fbdd2df4e219b993bd96f7e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_010c5d0201507f40b69136abf070eb79.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_0ce5192b035d3e349a3d23666ce06500.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_2aa5af8fb3fcbc9e58a2c39f584feb4e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_9098dab4ea7178491982106de271aab3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_056083c72f79c37a94098b183230d429.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_5f97aa19e69e8757c914a630f3af2d56.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_2b840266d2f73af4aae83adb7a6eccbb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_b4098aa4d583fe0e5aae39c9dcd746f9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4093/alts/zoom/alt_1742789_7b94b96e6930819ad81f13ec64a4350a.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/4093/main/zoom/1742789_cd01aec51e38a88a29b44f41f92d24b0.png']"
Triptyque sapins noirs,7364,Adrianna Wojcik Muffat Jeandet,106 x 72 cm,"2011 • Francia • Acrílico, Pigmento en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/2965/main/zoom/1523437_15b507abd811c785efb94f3672679ed6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2965/alts/zoom/alt_1523437_5a58b732a96645bb5d1039582a89358a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2965/alts/zoom/alt_1523437_0988a171f66e627bfa64bc80f4efb32f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2965/alts/zoom/alt_1523437_cef5668dc1e89a872f07bfda61624990.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2965/alts/zoom/alt_1523437_fac231b436778211fd6bb0ebb3e10d5c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2965/alts/zoom/alt_1523437_5b60a6ef6983b1adc639461650d6c201.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2965/alts/zoom/alt_1523437_a412605bc1ec1637940880a89e9bb5c3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2965/alts/zoom/alt_1523437_a4e4f54ba0e98ae24dbce34081537e99.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2965/main/zoom/1523437_15b507abd811c785efb94f3672679ed6.jpeg']"
"""La lune passe à l'ouest, l'ombre des fleurs s'étire à l'est."" Buson (1716-1783)",7371,Hassan Massoudy,100 x 100 cm,"2019 • Francia • Acrílico, Pigmento en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/11905/main/zoom/382389_60236ad589cbfd744d2cce7ca6190802.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11905/main/zoom/382389_60236ad589cbfd744d2cce7ca6190802.jpeg']"
"Cystal dream, study 1",5600,Jonas Peres,150 x 120 cm,"2022 • España • Acrílico, Tinta en Papel","['https://www.singulart.com/images/artworks/v2/cropped/66715/main/zoom/2239711_617cdaab216e57304a59af6caaab01e7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/66715/alts/zoom/alt_2239711_6c00e01d4e5bac337a2e73ed557f7ee0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/66715/alts/zoom/alt_2239711_752894d5a9ac1b88cb11b8eae7425059.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/66715/alts/zoom/alt_2239711_8c78df9e7b318ab1b39d60ff7f18804e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/66715/alts/zoom/alt_2239711_3556caa032fc207e886a8e0a76d56e0f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/66715/alts/zoom/alt_2239711_80ae1b05251786807ce00a877ebe2080.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/66715/main/zoom/2239711_617cdaab216e57304a59af6caaab01e7.jpeg']"
ABSTRAIT,5908,PatMoli,170 x 60 cm,"2019 • Francia • Acrílico, Collage en Madera","['https://www.singulart.com/images/artworks/v2/cropped/33163/main/zoom/1873194_395d8da1fecb84e4d92f0154e8ff1d61.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_11e675b8eac679a8e6fd7d4948cde6e2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_7522d94992c779777b09b210356714ad.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_a3b53713acfa3dcf873c7555a981898a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_e2ab0ec32e952cb83e0838d782d2481a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_09ad8502ec9a3d947657ac7d587fa8cb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_b4d8333c8950f65509925be1bcae499e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_4c1b8e87f23f80d5b89cbcde1c1065f4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_81cb4215855a85db7db81c6159d03961.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_2996026ff80fce8ca634393a58f2153d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_bd6c809f2ce41170be650afc46636454.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_dca3218a545da458a239734d936742be.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/alts/zoom/alt_1873194_e6a03d542102c01488cab8ff1d1e46a7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33163/main/zoom/1873194_395d8da1fecb84e4d92f0154e8ff1d61.jpeg']"
Homenaje a Velazquez. Reinterpretando Las hilanderas,5957,Genaro Miguel Gómez Galisteo,120 x 148 cm,"2024 • España • Acrílico, Collage en Madera","['https://www.singulart.com/images/artworks/v2/cropped/33707/main/zoom/1957341_53e1f25e4c78c021a42207b214930e47.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_ddb4dc451228b04098f0ccce6ac59085.png', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_05aa19ea638f9a17193ebbe32deabbb5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_7289a2628fbff4c008d0618f1246c1b9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_d4af247f5425e3658ca2517ddd32f622.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_7de3adbc70c3a732d63107efd4d8cf31.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_dc22fa6f93da578f038e0513db396a49.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_d8b04d8fdb6296ea4f62694e4a2736ee.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_eb47027be9c994790aec93e26271ace4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/alts/zoom/alt_1957341_2ef8a984d91fa5a88239a5de480f8c22.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33707/main/zoom/1957341_53e1f25e4c78c021a42207b214930e47.jpeg']"
J'en pince pour toi,5292,MARC DANIEL,26(L)x36(A)x23(P)cm,2020 • Francia,"['https://www.singulart.com/images/artworks/v2/cutout/62126/main/zoom/2091980_632c2fd45e327ac37e6b404534e48f99.png', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_bccc3fbc48fd626a516c27feaadf0e6f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_99ae3539e26a6913f8a2d41b8999e4cc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_b638d13f2e9c70fdbe3c3fc0482a62aa.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_c4c97e4186f601206f733adda8e4c94d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_51f879b83dbc15588d82c9018d45004a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_43666336bade12a189f1148eaa808cdd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_7d6f60de9d7d140d01604d4f55ec9560.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_1d81ce68d7487f2f7a30dfdcddc2d2e2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_f0b790b8f2239fe0f5110b43ba381d50.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/62126/alts/zoom/alt_2091980_58e4e11794e9869010406e33e6c02fc3.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/62126/main/zoom/2091980_632c2fd45e327ac37e6b404534e48f99.png']"
